Speaker,Repetition,Order,Word,oaf_20,oap_20,naf_20,oaf_50,oap_50,naf_50,oaf_80,oap_80,naf_80
Anna,3,26,bit,0.131926,0.110403,0.082037,-0.00928,-0.00665,-0.00318,0.006107,0.003418,0.002969
Anna,3,27,boit,0.136074,0.152191,0.089554,-0.01138,-0.00439,-0.00367,0.003811,0.004619,0.002929
Anna,3,28,Ben,0.094958,0.065856,0.061249,-0.01111,-0.00562,-0.00085,0.003933,0.002191,0.00185
Anna,3,29,boot,0.102227,0.12182,0.09416,-0.00769,-0.00363,-0.00659,0.009888,0.003539,0.003006
Anna,3,30,bat,0.086843,0.118823,0.146149,-0.00974,-0.00934,-0.00031,0.010525,0.003269,0.00408
Anna,3,31,beet,0.118353,0.094187,0.067321,-0.00815,-0.00406,-0.00397,0.00824,0.002197,0.001819
Anna,4,1,bun,0.034443,0.043549,0.047607,-0.01328,-0.00565,-0.00439,0.005922,0.00177,0.001219
Anna,4,2,boing,0.043058,0.058441,0.109714,-0.00089,-0.00049,-0.0014,0.004301,0.002442,0.002928
Anna,4,3,boat,0.019873,0.027973,0.046294,-0.00794,-0.00808,-0.0058,0.014898,0.002574,0.001618
Anna,4,4,bat,0.054533,0.09255,0.135118,-0.00827,-0.01021,0.001207,0.009705,0.0026,0.003493
Anna,4,5,bind,0.051878,0.104554,0.065061,0.003894,0.010529,0.003145,0.002029,0.002751,0.00204
Anna,4,6,boat,0.049959,0.103728,0.091276,-0.00458,-0.0033,-0.00385,0.005681,0.003401,0.003359
Anna,4,7,boon,0.036966,0.028778,0.042407,-0.00668,0.00226,0.003477,0.011228,0.002501,0.003563
Anna,4,8,Bart,0.069122,0.116375,0.085621,-0.00714,-0.0044,-0.00245,0.003507,0.003721,0.002721
Anna,4,9,but,0.108115,0.118284,0.091268,-0.00754,-0.00729,-0.00369,0.00705,0.003298,0.003077
Anna,4,10,Ben,0.075475,0.081145,0.09573,-0.00809,-0.00623,0.003147,0.010117,0.002749,0.002824
Anna,4,11,beet,0.09909,0.113923,0.107079,-0.00754,-0.00568,-0.00342,0.012392,0.00318,0.002741
Anna,4,12,barn,0.07193,0.096922,0.108873,-0.00455,0.001923,0.000978,0.003885,0.003022,0.003204
Anna,4,13,bout,0.045448,0.084597,0.114911,-0.0083,-0.00467,-0.00293,0.010743,0.003312,0.002618
Anna,4,14,bound,0.067747,0.093522,0.083159,-0.00955,0.000946,0.005676,0.015924,0.003183,0.002444
Anna,4,15,bean,0.075654,0.078942,0.062013,-0.00439,0.014925,0.012299,0.002499,0.00238,0.001584
Anna,4,16,bait,0.094515,0.142746,0.14328,-0.00473,-0.00415,-0.00317,0.005156,0.003442,0.003663
Anna,4,17,boit,0.079773,0.127287,0.132825,-0.00433,-0.00266,-0.00394,0.007629,0.003927,0.003673
Anna,4,18,bane,0.104024,0.112274,0.107941,-0.00848,-0.00592,-0.00586,0.01038,0.00354,0.002661
Anna,4,19,bite,0.114969,0.172273,0.107357,-0.00534,-0.00299,-0.0033,0.00543,0.004268,0.003081
Anna,4,20,berm,0.053465,0.06775,0.099092,-0.00287,-0.00293,-0.00525,0.006535,0.002728,0.002406
Anna,4,21,boot,0.116854,0.13373,0.119018,-0.00525,-0.00366,-0.0047,0.012788,0.007967,0.006827
Anna,4,22,bort,0.076631,0.160931,0.155921,-0.00443,-0.00284,-0.00381,0.00728,0.005314,0.005493
Anna,4,23,bot,0.081767,0.131169,0.148773,-0.00537,-0.00272,-0.00418,0.003906,0.003293,0.003788
Anna,4,24,bet,0.131655,0.150079,0.167549,-0.00641,-0.00278,2.48E-05,0.018195,0.003555,0.00426
Anna,4,25,bit,0.12262,0.158875,0.113091,-0.00146,-0.0015,-0.00247,0.010518,0.003902,0.003258
Anna,4,26,bomb,0.050356,0.050232,0.05457,-0.00771,0.001623,0.001129,0.004517,0.001716,0.001341
Anna,4,27,ban,0.066315,0.080911,0.079619,-0.00684,-0.00564,0.003969,0.006321,0.002242,0.002362
Anna,4,28,bone,0.036682,0.022307,0.037751,-0.00375,-6.10E-05,0.000122,0.003932,0.001955,0.002179
Anna,4,29,bot,0.065308,0.099304,0.112335,-0.00748,-0.00443,-0.00333,0.006344,0.002163,0.003605
Anna,4,30,born,0.078226,0.11554,0.114216,-0.00372,0.002379,0.002901,0.006679,0.003479,0.00293
Anna,4,31,bing,0.096178,0.093756,0.047445,-0.0076,-0.004,0.016718,0.009704,0.00232,0.00212
Anna,5,1,beet,0.077066,0.089294,0.074007,-0.0026,-0.00043,-0.00235,0.006598,0.002441,0.002227
Anna,5,2,bin,0.074255,0.064545,0.026641,-0.01312,0.008763,0.023092,0.003671,0.001581,0.00093
Anna,5,3,berm,0.08403,0.056156,0.053352,0.001694,-0.00302,-0.00095,0.003519,0.002116,0.001316
Anna,5,4,bet,0.043936,0.07077,0.055553,-0.00214,-0.00302,0.000275,0.004732,0.001916,0.001838
Anna,5,5,boing,0.022997,0.068997,0.087168,-0.00403,-0.00485,0.003634,0.005899,0.00192,0.001984
Anna,5,6,burt,0.018812,0.042297,0.032929,-0.00223,-0.00116,0.000671,0.002241,0.00189,0.001001
Anna,5,7,bat,0.027174,0.063718,0.074828,-0.00698,0.002531,0.001892,0.001647,0.001311,0.002227
Anna,5,8,bart,0.026949,0.029968,-0.00397,-0.00446,0.003571,-0.00116,0.002113,0.001649,0.000305
Anna,5,9,Ben,0.038718,0.025581,-0.00241,-0.00049,-0.00052,0.011249,0.009952,0.0016,0.002096
Anna,5,10,bomb,0.052888,0.053162,0.039927,-0.00122,0.003265,0.00589,0.003846,0.001618,0.001598
Anna,5,11,boing,0.017088,0.035149,0.0755,-0.00403,0.005219,0.004364,0.002139,0.001366,0.00201
Anna,5,12,bot,0.043762,0.074803,0.131703,-0.00218,-0.00204,-3.05E-05,0.003806,0.00204,0.003246
Anna,5,13,bind,0.004912,0.051783,0.053986,-0.00412,-0.00644,0.006958,0.025764,0.002624,0.001526
Anna,5,14,bean,0.034515,0.042863,0.041511,-0.00336,0.011688,0.022802,0.004846,0.001556,0.00128
Anna,5,15,boon,0.02182,0.024445,0.036349,-0.00464,-0.00193,0.004698,0.015869,0.001557,0.001381
Anna,5,16,but,0.076324,0.094786,0.073056,-0.00204,0.000417,-0.00104,0.007917,0.002704,0.002286
Anna,5,17,barn,0.014022,0.024414,0.043538,-0.00375,0.000275,0.002747,0.003249,0.001131,0.0016
Anna,5,18,Bart,0.028794,0.07564,0.061806,-0.00311,0.002228,-0.00083,0.003437,0.001891,0.00175
Anna,5,19,bit,0.154358,0.169004,0.120893,-0.00366,-0.00095,0.001434,0.017548,0.004894,0.003804
Anna,5,20,bait,0.072017,0.088262,0.092007,-0.00183,3.05E-05,-0.00018,0.003482,0.00265,0.00287
Anna,5,21,bite,0.052717,0.081025,0.096893,-0.00274,-0.00638,-0.00049,0.024577,0.003544,0.002117
Anna,5,22,bout,0.011927,0.053666,0.061708,-0.00076,-0.00018,-0.00061,0.008099,0.002926,0.002197
Anna,5,23,bat,0.054931,0.099803,0.123659,-0.00464,-0.0029,0.001373,0.00417,0.003418,0.003293
Anna,5,24,ban,0.05893,0.066741,0.05545,-0.00687,0.007538,0.008881,0.009278,0.001892,0.001375
Anna,5,25,bout,0.034557,0.073576,0.072815,-0.00507,-0.00125,0.000519,0.008285,0.002486,0.002351
Anna,5,26,bolt,0.036164,0.066213,0.038457,-0.00598,-0.00128,-0.00058,0.004121,0.002246,0.001271
Anna,5,27,boit,0.026501,0.100028,0.07867,-0.00262,0,0.000185,0.005765,0.002784,0.001834
Anna,5,28,bone,0.041134,0.043525,0.043787,-0.00592,-0.0033,0.003876,0.017692,0.001696,0.001681
Anna,5,29,bun,0.067313,0.072815,0.059723,-0.00486,-0.00364,0.00415,0.035017,0.003441,0.001954
Anna,5,30,boat,0.041961,0.06305,0.051004,-0.00586,-0.00143,0.000458,0.001953,0.002019,0.002561
Anna,5,31,bane,0.03549,0.040867,0.068816,-0.00412,-0.00226,0.001068,0.007157,0.001699,0.002137
Anna,5,,bound,0.007379,0.029984,0.046087,-0.00269,0.005373,0.008698,0.002889,0.001171,0.001167
Anna,5,,boot,0.092785,0.081556,0.070378,-0.00034,-0.00095,0.00049,0.015933,0.006041,0.004879
